"id","fqdn/ip","port","severity","finding","cve","cwe"
"clientsimulation-android_15","cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-chrome_101_win10","cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-chromium_137_win11","cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-firefox_100_win10","cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-firefox_137_win11","cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-ie_8_win7","cardano.org/75.2.60.5","443","INFO","No connection","",""
"clientsimulation-ie_11_win7","cardano.org/75.2.60.5","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-ie_11_win81","cardano.org/75.2.60.5","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-ie_11_winphone81","cardano.org/75.2.60.5","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-ie_11_win10","cardano.org/75.2.60.5","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_15_win10","cardano.org/75.2.60.5","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_101_win10_21h2","cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-edge_133_win11_23h2","cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_184_ios_184","cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_154_osx_1231","cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_184_osx_154","cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_7u25","cardano.org/75.2.60.5","443","INFO","No connection","",""
"clientsimulation-java_80442","cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_1102","cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_1703","cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_2106","cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-go_1178","cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-libressl_336","cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_CHACHA20_POLY1305_SHA256","",""
"clientsimulation-openssl_102e","cardano.org/75.2.60.5","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-openssl_111d","cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-openssl_315","cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-openssl_350","cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-apple_mail_16_0","cardano.org/75.2.60.5","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-thunderbird_91_9","cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"rating_spec","cardano.org/75.2.60.5","443","INFO","SSL Labs's 'SSL Server Rating Guide' (version 2009r from 2025-05-16)","",""
"rating_doc","cardano.org/75.2.60.5","443","INFO","https://github.com/ssllabs/research/wiki/SSL-Server-Rating-Guide","",""
"protocol_support_score","cardano.org/75.2.60.5","443","INFO","100","",""
"protocol_support_score_weighted","cardano.org/75.2.60.5","443","INFO","30","",""
"key_exchange_score","cardano.org/75.2.60.5","443","INFO","100","",""
"key_exchange_score_weighted","cardano.org/75.2.60.5","443","INFO","30","",""
"cipher_strength_score","cardano.org/75.2.60.5","443","INFO","60","",""
"cipher_strength_score_weighted","cardano.org/75.2.60.5","443","INFO","24","",""
"final_score","cardano.org/75.2.60.5","443","INFO","84","",""
"overall_grade","cardano.org/75.2.60.5","443","OK","A+","",""
